SNP,Chromosome,Position,Pvals
TRAF3IP3,1,209760048,0.580824283
NCAN,19,19216969,0.580828811
MED27,9,131860540,0.580886857
SUSD3,9,93058786,0.580928691
UBE4B,1,10072116,0.580937237
SNUPN,15,75598404,0.581030504
LYVE1,11,10559162,0.581045594
TMEM173,5,139476272,0.581049574
ACAA1,3,38123061,0.581089013
OR4D6,11,59456985,0.581118676
TAOK3,12,118151001,0.581196166
ZNF726,19,23919392,0.581205045
TUBGCP2,10,133279828,0.581229993
LRCH4,7,100575124,0.581247219
PTTG1IP,21,44851416,0.581302651
OSBPL8,12,76355900,0.581304543
WASF1,6,110100622,0.581351818
SOCS1,16,11254850,0.581390264
GRK6,5,177426849,0.581400143
MYSM1,1,58660077,0.581458156
MYADM,19,53873548,0.581501627
UBA3,3,69055495,0.581581227
VAV1,19,6772979,0.581635929
TST,22,37011058,0.5816884
ATXN10,22,45672086,0.581770731
GAS7,17,9917264,0.581806989
GPR1,2,206176203,0.581807953
EXPH5,11,108509554,0.581870227
DLG4,17,7190731,0.581877846
HOXD4,2,176151740,0.581884467
CLRN1,3,150926868,0.581935991
FAM43A,3,194686831,0.581961752
KLHL8,4,87163571,0.58197553
CYP1B1,2,38070762,0.581999302
THEM4,1,151877006,0.582018307
PSTPIP1,15,76995451,0.582050299
LUZP1,1,23088918,0.582066421
CCRL2,3,46407673,0.582208949
WDR33,2,127706327,0.582239053
ZNF214,11,6999876,0.582239758
FOXD4,9,116820,0.58226688
TTC37,5,95464663,0.582431864
TMEM170A,16,75447601,0.582439962
ZSWIM1,20,45882615,0.582543162
SPACA4,19,48607028,0.582551704
TBCA,5,77691452,0.582612292
MLKL,16,74674968,0.582642079
OR1I1,19,15087066,0.582654024
ADAMTSL4,1,150552297,0.582657337
ZNF805,19,57240910,0.582865641
KCNB2,8,72567751,0.582959829
KLHL20,1,173733718,0.583003936
TMEM14C,6,10724624,0.583124354
FAM118B,11,126235023,0.583191582
DISP3,1,11500997,0.583307457
CPD,17,30379042,0.583378202
WARS2,1,119032915,0.583450628
TSPAN31,12,57745158,0.583455931
SERTAD1,19,40422858,0.58346169
SEMA4C,2,96860643,0.583493705
ANKRD13D,11,67289471,0.583564495
PNLIPRP3,10,116436822,0.583572445
TRIM48,11,55262275,0.583602312
ZNF415,19,53108387,0.583613714
C6orf229,6,24797427,0.583680062
ELP5,17,7252510,0.583777422
IRAK4,12,43768118,0.58383152
MPL,1,43338136,0.583975805
AUH,9,91214364,0.584034511
ZNF444,19,56146958,0.584059801
TNK1,17,7382970,0.584169596
KLHDC8A,1,205337406,0.584195801
TMCO6,5,140639561,0.584227601
LRRC39,1,100149058,0.584251642
KLF5,13,73059359,0.584440261
SAMD4B,19,39356996,0.584506355
SCAMP4,19,1915024,0.584530882
GRINA,8,143991287,0.584575318
FOXI2,10,127737280,0.584600718
C11orf54,11,93750367,0.584771182
OR2T35,1,248638291,0.584812072
NEUROG2,4,112514670,0.584827365
UBASH3B,11,122656050,0.58483057
OR4D2,17,58169663,0.584869832
WBP4,13,41062653,0.584871981
PI3,20,45174929,0.584948198
CRTAM,11,122838560,0.584966345
C10orf35,10,69631760,0.584974101
MSL1,17,40126273,0.584982779
RIPK3,14,24336178,0.584988502
TTC31,2,74483111,0.585044132
ZNF541,19,47521227,0.585192999
TTLL3,3,9810041,0.585391379
EDIL3,5,83943469,0.585397409
PON1,7,95298999,0.585497552
DNLZ,9,136362019,0.585533529
SLC34A1,5,177385761,0.585547025
SOX11,2,5692750,0.585699269
CASQ1,1,160190812,0.585918017
TRIM21,11,4385302,0.585932656
BPIFC,22,32414316,0.585933172
UTP20,12,101281140,0.586095047
CHSY1,15,101177402,0.58615326
IFNB1,9,21077314,0.586170056
HAO1,20,7883607,0.586269238
GMPR2,14,24233207,0.586300889
OR5AR1,11,56663762,0.586315819
CCDC68,18,54907798,0.586341371
SDR42E1,16,81999116,0.586418994
PREX1,20,48625913,0.586463786
KRTAP19-1,21,30480084,0.586464827
LTN1,21,28931273,0.586540541
AKAP11,13,42286353,0.586800724
TIMM23,10,45972649,0.586882598
ZBTB45,19,58514070,0.586950528
KIF2A,5,62350072,0.586983043
DEF6,6,35297860,0.587018616
SNX30,9,112751015,0.587034285
PINLYP,19,43577133,0.587076142
C1orf43,1,154207514,0.587118073
ABLIM2,4,7967042,0.587152104
OXSR1,3,38165914,0.587226262
EPS15,1,51356759,0.587308908
NYAP2,2,225408898,0.587323629
ANAPC7,12,110374155,0.587349541
RNF141,11,10519092,0.587430648
TBC1D12,10,94402641,0.58748784
KLHL35,11,75422659,0.587582097
PTPRR,12,70639192,0.587599698
USP5,12,6852190,0.587615535
DMRTC2,19,41847481,0.587660512
RIMBP3B;RIMBP3C,22,21386827,0.587792566
FAR2,12,29270477,0.587901019
GDF15,19,18386196,0.587975757
PCOLCE2,3,142818465,0.588096586
YIPF2,19,10923295,0.588149166
C16orf74,16,85708022,0.588182983
SON,21,33543150,0.588310785
RHO,3,129528791,0.588516382
RBM4,11,66639869,0.588542365
CIRBP,19,1271033,0.588544877
STX18,4,4420051,0.588629372
KLHL1,13,69701731,0.588730421
NPM3,10,101781816,0.588798898
PPIP5K1,15,43534710,0.588878909
FAM19A2,12,61710414,0.58902513
AURKA,20,56370200,0.589032038
ZNF70,22,23743835,0.589034372
EPHA7,6,93243439,0.589044738
COG2,1,230642632,0.58904997
DHDDS,1,26432965,0.589103679
GPR176,15,39801177,0.589104622
FUT2,19,48702964,0.589163147
STK39,2,167955552,0.589170093
ZNF804B,7,88760007,0.589370983
CDKN1C,11,2884709,0.589478923
ARID4B,1,235168538,0.589559822
ZNF611,19,52704972,0.58973426
OXA1L,14,22766525,0.589768545
GEMIN4,17,744904,0.58982312
GOLGA5,14,92797469,0.58987933
OR51F1,11,4768986,0.589920999
TBC1D15,12,71839809,0.590012235
RPP40,6,4995079,0.59008398
TNRC6A,16,24730263,0.590272247
FAM124B,2,224379580,0.590333033
SLC2A7,1,9003419,0.590356496
ZNF131,5,43122082,0.590403972
TIGD3,11,65355900,0.590632706
C3orf70,3,185083056,0.590657724
GOT1,10,99397549,0.590737414
SPSB2,12,6871212,0.5907455
CBWD3,9,68256935,0.590753991
PAPD5,16,50152962,0.59089292
ZNRF1,16,74999712,0.590895935
MS4A8,11,60700900,0.590918877
TBC1D7;TBC1D7-LOC100130357,6,13305105,0.591049698
KIAA1324L,7,86880484,0.591093969
ATG2B,14,96285772,0.59109901
TXNDC11,16,11679223,0.591113575
NFX1,9,33290588,0.591119574
SEMA5B,3,122910162,0.591120654
ATXN1,6,16306340,0.591127864
CRHBP,5,76953174,0.591178369
OR6N1,1,158765793,0.591222757
EPCAM,2,47369510,0.591264725
C10orf90,10,126425871,0.591296407
DENND3,8,141136651,0.591312243
INTS13,12,26905504,0.591610711
VAT1,17,43016109,0.591660831
GIT1,17,29574731,0.59173832
SPRR2E,1,153093559,0.591856921
TMEM87A,15,42211740,0.591868912
TMEM60,7,77794048,0.591974399
IL22RA2,6,137145652,0.592044257
CDC73,1,193122279,0.592084161
RSPH9,6,43645144,0.59215072
NFE2,12,54292397,0.592226191
NEIL3,4,177309954,0.592279849
GLI3,7,41964338,0.592284923
BOLA1,1,149900139,0.592326093
THRB,3,24122913,0.592427576
TSHZ2,20,53185659,0.592453111
PRPS1L1,7,18026881,0.592479606
PRPH2,6,42698331,0.59248493
SLCO3A1,15,91916063,0.59250211
DISC1,1,231626905,0.592565313
ZNF142,2,218638379,0.592565451
SLC2A4,17,7283284,0.59259328
IFNA17,9,21227689,0.592608706
NME9,3,138262547,0.592633277
PLTP,20,45899008,0.592685653
PANK2,20,3889136,0.592756206
ACE,17,63477105,0.592910019
ACTL9,19,8697503,0.593030601
PCDHGB5,5,141398155,0.593096925
MIXL1,1,226223703,0.593146821
PPDPF,20,63521334,0.593159747
FAXC,6,99281189,0.593176518
DUSP16,12,12476864,0.593349093
DERA,12,15911384,0.593350714
UGT1A5,2,233713023,0.593360567
NPIPB6,16,28342608,0.593376989
OSGIN2,8,89909570,0.593434851
TTF1,9,132375928,0.593482366
AVPR1A,12,63147364,0.593574638
RIMBP2,12,130399140,0.593646481
PPP1R1C,2,181986167,0.593663407
POTEA,8,43292524,0.593780901
TMEM190,19,55376876,0.593788776
THOC6,16,3024334,0.593820598
IDI1,10,1041192,0.593870034
MTFR1,8,65669955,0.593877022
ZNF610,19,52349219,0.593959265
UBFD1,16,23557744,0.594049923
BEST2,19,12752665,0.594137228
PGBD2,1,248913863,0.594369843
MTMR4,17,58491722,0.594396608
MLX,17,42567135,0.594441795
NDUFA9,12,4649127,0.594468976
CD63,12,55725595,0.594520433
COPZ1,12,54325171,0.594544667
NSUN7,4,40750713,0.594562089
SRSF8,11,95067231,0.59456457
AKAP6,14,32433603,0.594629995
SLC8A2,19,47430244,0.594711249
ZBTB38,3,141442539,0.594756974
LCN15,9,136761826,0.594763314
DNAJB8,3,128462596,0.594771982
CPSF2,14,92131039,0.594780994
ZNF483,9,111527586,0.594792825
HTR5A,7,155070957,0.594801774
OR4F4,15,101922148,0.594947936
PEG3,19,56813704,0.595117945
CLEC1A,12,10071356,0.595198472
ATOH1,4,93828936,0.595220718
NAA15,4,139340930,0.595253148
H1FX,3,129315304,0.595259406
PDS5A,4,39837939,0.595290348
ZNF287,17,16551863,0.595352695
C12orf10,12,53299740,0.595398973
C3orf33,3,155763530,0.595489714
YIPF4,2,32278187,0.595516572
RHOT1,17,32142700,0.595563951
CYP2B6,19,40991307,0.595616193
DIAPH3,13,59666594,0.595616619
TCF25,16,89873686,0.595716664
CYB561,17,63434469,0.595717724
USP18,22,18157736,0.595797594
LRRC72,7,16526968,0.595816252
NR2F1,5,93585114,0.595886819
SEC24D,4,118723512,0.595927405
YARS,1,32775997,0.595949932
GZMH,14,24606611,0.59597535
EFNA3,1,155078955,0.596065276
VPS37D,7,73667969,0.596119112
TMEM222,1,27322199,0.596135429
TMEM74B,20,1180928,0.596223646
TRABD,22,50193588,0.596256501
ZNF800,7,127373441,0.596276296
TMEM199,17,28357698,0.596304627
ACOT8,20,45841836,0.596407747
SMG5,1,156250646,0.596412892
PLA2G2E,1,19920309,0.596419939
ZNF426,19,9528384,0.596613494
PRKAG2,7,151557208,0.596625435
ALAD,9,113388985,0.596649608
GRAMD1C,3,113838923,0.59667024
FIGNL2,12,51820466,0.596671759
ZDHHC20,13,21381443,0.596683613
LCE1E,1,152787315,0.596710804
FBXO38,5,148394780,0.596736788
SLC38A4,12,46766726,0.596865945
DNAJB6,7,157358610,0.596884895
BACH2,6,89932532,0.596921781
AGO4,1,35816908,0.596943473
PRAM1,19,8490193,0.597072966
NDUFA7,19,8311567,0.597131537
WDFY1,2,223878690,0.597186807
RUBCNL,13,46343326,0.597288249
IMPDH2,3,49024391,0.597356976
C16orf92,16,30023342,0.597358637
C5orf42,5,37107638,0.597388284
MYBPC2,19,50432969,0.597408874
HEXB,5,74685274,0.597430718
SWI5,9,128275462,0.597440498
LITAF,16,11549674,0.597503184
PNPLA1,6,36270493,0.597524152
ARPIN;C15orf38-AP3S2,15,89903224,0.597655163
STOM,9,121339639,0.597656594
LRRC74A,14,76826496,0.597802285
TMCC3,12,94571500,0.597892177
AACS,12,125065587,0.597943174
DDX20,1,111755943,0.597980525
MGAT5,2,134254410,0.598007051
TATDN3,1,212796518,0.598132222
C1orf195,1,15168549,0.59816354
RBM43,2,151250922,0.598262688
ARMC3,10,22946158,0.598281609
OR10G9,11,124023038,0.598310089
RNF32,7,156644510,0.598582522
GSTA5,6,52831883,0.598750678
MRO,18,50799383,0.598875081
RNF167,17,4940935,0.5989669
CEP41,7,130398932,0.598978822
PLIN4,19,4504467,0.598989139
GCLM,1,93889063,0.599174081
NEXN,1,77916114,0.599209124
EIF3K,19,38619300,0.599274296
CST2,20,23824024,0.599276311
SYT13,11,45244086,0.599388389
NOTCH1,9,136496087,0.599388813
INAFM2,15,40324090,0.599439266
TCP10L2,6,167172145,0.59948666
PGBD5,1,230323435,0.599701521
SIX4,14,60713419,0.59976257
CSGALNACT1,8,19405784,0.599813456
RTN4R,22,20241745,0.599861334
MEDAG,13,30906532,0.599909347
SUMF2,7,56064263,0.599911067
NT5C3B,17,41825593,0.599973952
FGR,1,27612928,0.599985428
AURKC,19,57231274,0.599987352
BPTF,17,67825802,0.599991528
WDR86,7,151381339,0.599995939
DSG4,18,31376937,0.600036867
GKN2,2,68945387,0.600105417
PRKRIP1,7,102396412,0.600151349
FZD1,7,91264912,0.600154223
TMEM54,1,32894824,0.600169703
SESN3,11,95173341,0.600182616
TBR1,2,161416498,0.600284057
MICAL2,11,12162189,0.600304541
C10orf113,10,21125826,0.600308338
HRNR,1,152213120,0.600329033
MC2R,18,13884639,0.600410902
ANO10,3,43372774,0.600587687
TNFSF9,19,6531067,0.600600652
OSGEP,14,20447274,0.600618499
MYOZ1,10,73631934,0.600621075
WAC,10,28535628,0.600661028
TMEM37,2,119436923,0.600676374
PYGO2,1,154958811,0.600708781
MSANTD3-TMEFF1;TMEFF1,9,100498843,0.600717385
GZMA,5,55102696,0.600735917
SLC16A6,17,68269103,0.600773633
TMEM129,4,1717221,0.600834015
FAM71C,12,99648187,0.600901698
ITIH1,3,52777628,0.600915106
FPR3,19,51823767,0.600971108
ABCG1,21,42201689,0.601042853
SUSD5,3,33152749,0.601105123
SLFNL1,1,41016168,0.601106036
KIF20A,5,138179805,0.601172427
HRASLS2,11,63552969,0.601210556
DEFB133,6,49946124,0.601412057
STAT2,12,56343406,0.601440712
SH3BP4,2,235035016,0.601713893
FAM208B,10,5720653,0.601809396
OPN5,6,47782071,0.60184611
EPDR1,7,37920941,0.601880082
RUVBL2,19,48999368,0.601882415
GDF5;GDF5OS,20,35433924,0.601938162
PRSS42,3,46830427,0.601977596
PNMA2,8,26507750,0.602057833
KLHL32,6,96976065,0.602120352
ATAD1,10,87754692,0.602203359
POTEI,2,130463016,0.602219607
GDF2,10,47322682,0.602308678
ARHGAP42,11,100687817,0.602358801
AGFG1,2,227472426,0.602361033
RBMS1,2,160275674,0.602363718
ENTPD2,9,137048661,0.602398098
ZBTB8B,1,32470647,0.60239843
PRSS35,6,83523452,0.602409954
ABHD3,18,21651601,0.602425722
SDR39U1,14,24440129,0.602429068
LEMD3,12,65169601,0.602609295
ZNF140,12,133083130,0.602735369
CPLX3,15,74826734,0.602811491
CDYL,6,4776793,0.602871605
VAPB,20,58418232,0.602872271
C10orf111,10,15096370,0.602949166
ASB5,4,176215604,0.602952266
C8orf89,8,73241461,0.602963179
OR10P1,12,55636899,0.603168155
DEFB104A;DEFB104B,8,7475031,0.603218189
HSD17B12,11,43680834,0.603221667
PDYN,20,1980336,0.603239148
ATP12A,13,24680749,0.603249226
LMBR1,7,156684143,0.603344344
CCT3,1,156309225,0.603420898
PNMA8A,19,46468546,0.603428338
FOXE3,1,47416334,0.603508827
RANBP6,9,6012327,0.603573919
MED9,17,17477044,0.603624912
FCAMR,1,206958533,0.603715599
GALC,14,87934737,0.603733857
TFAP2D,6,50714087,0.603770677
TRHDE,12,72272824,0.603810403
SLC39A10,2,195680132,0.603887286
HEY2,6,125749805,0.603987788
AMHR2,12,53424296,0.604035762
ULK2,17,19776377,0.604045597
FAS,10,88990888,0.604048817
AKR1B1,7,134442735,0.604192156
IGFBP6,12,53097727,0.604212752
GPR149,3,154337717,0.604262675
SHISA2,13,26046569,0.604273505
WDR78,1,66814152,0.604353115
OIP5,15,41309813,0.604357273
OSBPL1A,18,24163268,0.604363561
NR2E3,15,71810810,0.604379614
RSF1,11,77666974,0.604387588
CDR2L,17,74999567,0.604423551
ST6GALNAC6,9,127886477,0.604573937
MYO16,13,108665940,0.604574331
GJB2,13,20188912,0.604747167
BAIAP2,17,81035280,0.604751774
TLR4,9,117704498,0.604759828
SLC30A7,1,100896300,0.604790794
SERBP1,1,67415167,0.604805006
CCDC106,19,55649047,0.604860351
DIRC2,3,122795247,0.604926087
ADRA1B,5,159916958,0.604950273
FAM133B,7,92562298,0.604991616
ZNRF4,19,5455492,0.60500885
DIDO1,20,62879243,0.605105548
GUCY2C,12,14613194,0.605146318
CXCL1,4,73869478,0.605251861
DLGAP1,18,3499297,0.605334875
NCF2,1,183556131,0.605411168
KRT75,12,52424520,0.60560449
TMEM43,3,14129446,0.605646528
ANKRD52,12,56243167,0.605703695
SLC35B4,7,134294864,0.605731863
NWD2,4,37245146,0.605746417
TUBA1A,12,49185041,0.605793628
HFE2,1,146018180,0.606097419
EFCAB11,14,89797254,0.606114517
AGAP9,10,47502157,0.606205102
FAM216A,12,110468878,0.606285033
CCNO,5,55231397,0.606339383
TIMM21,18,74148819,0.606462803
UPK3B,7,76510674,0.60651302
SUCLG2,3,67360666,0.606533151
SLC25A24,1,108136731,0.606537531
CLUL1,18,618008,0.606560916
TNPO2,19,12701377,0.606617466
NUP205,7,135557955,0.606628547
ACHE,7,100890966,0.606710872
GORAB,1,170532153,0.606830545
RFPL4A,19,55761843,0.606859645
OR6F1,1,247711841,0.60689909
OR3A2,17,3277977,0.60694561
PTGER1,19,14472667,0.606969704
ABHD6,3,58256597,0.60704846
RBM33,7,155644890,0.607106619
CPN2,3,194341066,0.607127519
ROBO3,11,124865585,0.607128454
RASSF8,12,26055438,0.607189509
AGAP6,10,49988737,0.607368786
GBX1,7,151148596,0.607569046
ANKFN1,17,56153519,0.607681495
GTPBP4,10,988517,0.60775368
SEC14L1,17,77143627,0.607805178
LSR,19,35248945,0.607830635
RAP1GAP2,17,2905298,0.607902182
NT5M,17,17303555,0.607938211
SSMEM1,7,130207913,0.607952274
TEX35,1,178513212,0.607956332
SPPL2B,19,2328710,0.60807603
LSMEM2,3,50279153,0.608255464
CCDC148,2,158172169,0.608300024
NUDCD3,7,44386030,0.608335449
HIST1H1B,6,27866851,0.608408768
OSBPL9,1,51617124,0.608438336
TOMM40L,1,161226529,0.608488493
UBA2,19,34428443,0.608514085
RAB5B,12,55989967,0.608562838
MTR,1,236795716,0.608571624
IL12RB1,19,18059913,0.608596198
SMCR8,17,18315802,0.608597638
OR52D1,11,5488726,0.60860163
PCGF6,10,103314206,0.608617047
MRPS5,2,95087365,0.608661958
MAEL,1,166989362,0.608686316
PDCD6IP,3,33798793,0.608691741
HDAC2,6,113941086,0.608742571
CDRT1,17,15568926,0.60874978
KRT10,17,40818797,0.608780549
TSPAN8,12,71125334,0.608849273
SLC35F3,1,233905671,0.60888537
ARL14,3,160677354,0.608978425
SYN2,3,12145686,0.609030689
MKNK1,1,46558612,0.60906615
LRRC1,6,53795293,0.609184965
UNC119,17,28547308,0.609272006
PPP2R2C,4,6323338,0.609288794
CYTH3,7,6164966,0.609414597
CAMKK1,17,3862233,0.609453062
CPT1B,22,50569375,0.609462757
ATG14,14,55369633,0.609473898
SP140L,2,230328770,0.609482455
ZNF394,7,99493536,0.609541067
CNOT6,5,180549934,0.609566389
WNK4,17,42780714,0.609580637
GALNT17,7,71132807,0.609627819
HIST1H4B,6,26026976,0.609746142
SMAD6,15,66703289,0.609920752
FOXL2NB,3,138947428,0.609924296
USHBP1,19,17250299,0.61009858
GNAZ,22,23095843,0.610120353
GALR1,18,77250549,0.610331287
OR1N1,9,122526365,0.610356856
ASAH1,8,18057574,0.610540204
POLD2,7,44114798,0.610546549
IL1R2,2,102008582,0.610570865
POPDC2,3,119642486,0.610677121
SGCZ,8,14090443,0.610771926
RNF224,9,137228628,0.610805937
GPR141,7,37740410,0.610903772
SCGN,6,25652405,0.610908367
KIAA1324,1,109114248,0.610979368
TANC2,17,63009608,0.611011367
NUP88,17,5386226,0.611078252
GRK2,11,67266748,0.611084946
ABCB1,7,87504340,0.611129876
SLC45A4,8,141211471,0.611157066
SORBS2,4,185587654,0.611167284
TDRD12,19,32731734,0.611293626
BORA,13,72727906,0.611324126
H6PD,1,9245014,0.611374034
MAPT,17,45983441,0.611470182
ZNF595,4,59479,0.611527097
PPARGC1A,4,23795829,0.611632955
CPNE9,3,9704053,0.611702626
RASGRF1,15,78962165,0.611721576
SIGMAR1,9,34635623,0.611867634
OR52N5,11,5777695,0.61191138
CAMK4,5,111224521,0.611954662
FAM47E;FAM47E-STBD1,4,76251751,0.611970404
PUM3,9,2804375,0.611971127
RNF139,8,124475111,0.612011222
POLR2J2,7,102668971,0.612124422
CNTN2,1,205057984,0.612148948
PCLO,7,82760662,0.612249799
ADAMTS19,5,129461103,0.612269654
BICDL1,12,119989933,0.612283287
ADAMTS18,16,77284003,0.612446307
IFNA8,9,21409187,0.612459476
CHID1,11,869928,0.612476856
RPS27A,2,55233382,0.612502907
FGF7,15,49424304,0.612506686
ZNF700,19,11925214,0.612625683
LEMD1,1,205381686,0.612665614
LRRC4B,19,50517650,0.612673719
TBCK,4,106046661,0.612757226
SH2D2A,1,156807267,0.612809567
C19orf44,19,16500802,0.612850184
MYB,6,135185949,0.612878331
DNTTIP2,1,93870695,0.612885901
CYP4X1,1,46961641,0.61297434
MS4A3,11,60061164,0.612995896
KLHL3,5,137625770,0.613103955
ATP8B3,19,1783039,0.613233378
PYURF,4,88521908,0.613260572
ADGRB2,1,31727443,0.613271993
POU5F1B,8,127415871,0.613290475
TBC1D30,12,64824967,0.613297437
TRIM32,9,116697766,0.613368356
VSTM4,10,49019682,0.61339363
PDE8B,5,77180486,0.613470326
MED20,6,41907077,0.613480656
TMEM192,4,165079684,0.613536231
ATP5G2,12,53665350,0.613584921
TSC1,9,132896288,0.613647964
DES,2,219418502,0.613692915
MFSD14B,9,94374824,0.613739104
TUBB2A,6,3154498,0.613839858
CHAMP1,13,114323927,0.613894017
SIRT4,12,120303647,0.613904176
DOCK6,19,11200345,0.613925868
MTCL1,18,8718497,0.613939006
VCL,10,73998227,0.614010197
ISG20,15,88639380,0.614010706
SLCO1B3,12,20815806,0.614015018
MED8,1,43384469,0.614033451
BCO2,11,112175677,0.614034018
DMKN,19,35498877,0.614123251
LAMP3,3,183135717,0.614142489
TRNT1,3,3129060,0.61421668
A4GNT,3,138124350,0.614228317
IRF5,7,128942118,0.614292137
IPO4,14,24180459,0.614304126
NBEA,13,34942834,0.614316275
PSMC4,19,39972148,0.614360113
TUBB1,20,59019526,0.614385228
GSTP1,11,67584493,0.614413244
TMEM89,3,48620846,0.614468176
GUF1,4,44678699,0.614472573
UBQLN1,9,83661827,0.614503361
SDC3,1,30873255,0.614541123
DNAH11,7,21543247,0.614593534
FCER1G,1,161215334,0.614663027
ETNPPL,4,108742602,0.614699308
MS4A4A,11,60292266,0.614727094
ANGPTL8,19,11239650,0.614799846
MRPS31,13,40729444,0.614833413
PTPN11,12,112446290,0.614984317
ZNF860,3,31989087,0.615027454
SHARPIN,8,144098943,0.61507616
SCN1A,2,165991287,0.615157585
SLC17A4,6,25761998,0.615163628
TNRC18,7,5308123,0.61520679
LMO2,11,33859357,0.615239856
UMODL1,21,42071330,0.615251984
SLC13A5,17,6686236,0.615297191
ZFYVE28,4,2270742,0.615298687
NPAT,11,108160902,0.615314698
GPSM1,9,136327702,0.615327001
S100A3,1,153547699,0.615366394
RIMBP3,22,18606702,0.615434433
MITF,3,69866298,0.615456559
GCNT4,5,75028676,0.615476861
DDIT4L,4,100187685,0.615493734
CHI3L2,1,111230756,0.615521093
PROCA1,17,28703583,0.615543036
FAM181B,11,82732459,0.615554118
DNAJC3,13,95677325,0.615730962
UBXN2B,8,58411387,0.615810225
KIAA1958,9,112574211,0.616011203
LYAR,4,4267906,0.616053392
DMRTB1,1,53459476,0.616307082
EGFLAM,5,38258774,0.6163328
KLK9,19,51003128,0.616538932
ABI2,2,203366938,0.616599991
WDR76,15,43827052,0.616603305
ITPKA,15,41493973,0.616678291
SAMD3,6,130144542,0.616744493
AGGF1,5,77030767,0.61685011
DDB1,11,61302268,0.616905583
LINGO4,1,151800945,0.617048558
ETNK1,12,22625192,0.617081595
CASP3,4,184629277,0.617139855
THSD7A,7,11375804,0.617213466
CDX2,13,27963132,0.617220619
TP53TG5,20,45373915,0.617278541
SLC25A26,3,66221105,0.617279077
LOX,5,122070068,0.617353873
